,index,Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,distance_group,Date_Month,airbnb_price_mean
149,149,Altona,3,h,660000.0,13.8,3018.0,1.0,1.0,602.0,123.0,1955.0,Hobsons Bay,-37.8616,144.8116,5301.0,"(10, 20]",2016-07-01,85.62162162162163
150,150,Altona,3,h,683500.0,13.8,3018.0,1.0,1.0,530.0,,,Hobsons Bay,-37.8594,144.817,5301.0,"(10, 20]",2016-07-01,85.62162162162163
151,151,Altona,2,u,580000.0,13.8,3018.0,1.0,1.0,225.0,93.0,1988.0,Hobsons Bay,-37.8696,144.827,5301.0,"(10, 20]",2016-08-01,85.62162162162163
152,152,Altona,3,h,1335000.0,13.8,3018.0,1.0,4.0,777.0,22.0,1953.0,Hobsons Bay,-37.8697,144.8249,5301.0,"(10, 20]",2016-08-01,85.62162162162163
153,153,Altona,3,t,800000.0,13.8,3018.0,2.0,2.0,280.0,,1997.0,Hobsons Bay,-37.8734,144.8143,5301.0,"(10, 20]",2016-08-01,85.62162162162163
154,154,Altona,2,u,510000.0,13.8,3018.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,-37.8686,144.8182,5301.0,"(10, 20]",2016-10-01,85.62162162162163
155,155,Altona,4,h,1070000.0,13.8,3018.0,2.0,2.0,695.0,,,Hobsons Bay,-37.8733,144.8147,5301.0,"(10, 20]",2016-10-01,85.62162162162163
156,156,Altona,2,u,425000.0,13.8,3018.0,1.0,2.0,115.0,57.0,1980.0,Hobsons Bay,-37.871,144.8185,5301.0,"(10, 20]",2016-10-01,85.62162162162163
157,157,Altona,3,u,605000.0,13.8,3018.0,2.0,2.0,230.0,,,Hobsons Bay,-37.8646,144.827,5301.0,"(10, 20]",2016-10-01,85.62162162162163
158,158,Altona,3,t,705000.0,13.8,3018.0,2.0,2.0,197.0,152.0,,Hobsons Bay,-37.8579,144.8181,5301.0,"(10, 20]",2017-11-01,85.62162162162163
159,159,Altona,2,u,391000.0,13.8,3018.0,1.0,1.0,0.0,65.0,1965.0,Hobsons Bay,-37.8678,144.8384,5301.0,"(10, 20]",2017-11-01,85.62162162162163
160,160,Altona,2,u,440000.0,13.8,3018.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8659,144.83100000000005,5301.0,"(10, 20]",2017-11-01,85.62162162162163
161,161,Altona,4,h,845000.0,13.8,3018.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay,-37.8658,144.8155,5301.0,"(10, 20]",2017-11-01,85.62162162162163
162,162,Altona,3,t,743000.0,13.8,3018.0,2.0,2.0,211.0,176.0,,Hobsons Bay,-37.8698,144.816,5301.0,"(10, 20]",2016-12-01,85.62162162162163
163,163,Altona,3,u,730000.0,13.8,3018.0,2.0,1.0,69.0,141.0,2014.0,Hobsons Bay,-37.868,144.8286,5301.0,"(10, 20]",2016-08-01,85.62162162162163
164,164,Altona,3,h,635000.0,13.8,3018.0,1.0,4.0,625.0,,1960.0,Hobsons Bay,-37.8611,144.8114,5301.0,"(10, 20]",2016-05-01,85.62162162162163
165,165,Altona,2,u,620000.0,13.8,3018.0,1.0,1.0,168.0,,,Hobsons Bay,-37.8676,144.8202,5301.0,"(10, 20]",2016-05-01,85.62162162162163
166,166,Altona,2,u,447000.0,13.8,3018.0,1.0,1.0,137.0,77.0,1990.0,Hobsons Bay,-37.8655,144.8299,5301.0,"(10, 20]",2016-10-01,85.62162162162163
167,167,Altona,3,u,730000.0,13.8,3018.0,2.0,1.0,70.0,,,Hobsons Bay,-37.868,144.8287,5301.0,"(10, 20]",2016-04-01,85.62162162162163
168,168,Altona,3,h,678000.0,13.8,3018.0,1.0,2.0,606.0,87.0,1950.0,Hobsons Bay,-37.8608,144.8124,5301.0,"(10, 20]",2016-04-01,85.62162162162163
169,169,Altona,2,u,580000.0,13.8,3018.0,2.0,1.0,175.0,76.0,2013.0,Hobsons Bay,-37.8687,144.8268,5301.0,"(10, 20]",2016-07-01,85.62162162162163
170,170,Altona,3,h,712000.0,13.8,3018.0,1.0,2.0,363.0,,,Hobsons Bay,-37.8674,144.8375,5301.0,"(10, 20]",2016-09-01,85.62162162162163
171,171,Altona,3,h,840000.0,13.8,3018.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,-37.86,144.8245,5301.0,"(10, 20]",2017-03-01,85.62162162162163
172,172,Altona,3,h,980000.0,13.8,3018.0,1.0,2.0,724.0,,,Hobsons Bay,-37.8672,144.817,5301.0,"(10, 20]",2016-11-01,85.62162162162163
173,173,Altona,3,t,605100.0,13.8,3018.0,2.0,0.0,265.0,,,Hobsons Bay,-37.8583,144.8172,5301.0,"(10, 20]",2016-05-01,85.62162162162163
174,174,Altona,3,h,880000.0,13.8,3018.0,3.0,1.0,577.0,,,Hobsons Bay,-37.8699,144.8235,5301.0,"(10, 20]",2016-08-01,85.62162162162163
175,175,Altona,3,u,577000.0,13.8,3018.0,2.0,1.0,205.0,113.0,2007.0,Hobsons Bay,-37.8684,144.815,5301.0,"(10, 20]",2016-04-01,85.62162162162163
176,176,Altona,4,h,1030000.0,13.8,3018.0,1.0,0.0,797.0,,,Hobsons Bay,-37.8663,144.8387,5301.0,"(10, 20]",2017-02-01,85.62162162162163
177,177,Altona,3,u,605000.0,13.8,3018.0,1.0,2.0,181.0,,,Hobsons Bay,-37.8659,144.822,5301.0,"(10, 20]",2017-02-01,85.62162162162163
178,178,Altona,3,h,753000.0,13.8,3018.0,2.0,2.0,529.0,,,Hobsons Bay,-37.8612,144.8247,5301.0,"(10, 20]",2016-06-01,85.62162162162163
179,179,Altona,2,h,857000.0,13.8,3018.0,2.0,1.0,675.0,100.0,1950.0,Hobsons Bay,-37.8653,144.8129,5301.0,"(10, 20]",2016-11-01,85.62162162162163
180,180,Altona,3,h,1500000.0,13.8,3018.0,1.0,1.0,929.0,,,Hobsons Bay,-37.8651,144.832,5301.0,"(10, 20]",2016-05-01,85.62162162162163
181,181,Altona,3,u,730000.0,13.8,3018.0,2.0,1.0,70.0,3.0,2014.0,Hobsons Bay,-37.868,144.8285,5301.0,"(10, 20]",2016-05-01,85.62162162162163
182,182,Altona,3,h,900000.0,13.8,3018.0,1.0,4.0,697.0,,,Hobsons Bay,-37.871,144.8075,5301.0,"(10, 20]",2016-05-01,85.62162162162163
183,183,Altona,3,h,740000.0,13.8,3018.0,1.0,2.0,604.0,,,Hobsons Bay,-37.8631,144.8195,5301.0,"(10, 20]",2016-08-01,85.62162162162163
184,184,Altona,4,h,931000.0,13.8,3018.0,2.0,3.0,532.0,,1970.0,Hobsons Bay,-37.8637,144.8365,5301.0,"(10, 20]",2016-08-01,85.62162162162163
185,185,Altona,2,h,535600.0,13.8,3018.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay,-37.8646,144.8272,5301.0,"(10, 20]",2016-07-01,85.62162162162163
186,186,Altona North,5,h,1085000.0,11.1,3025.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,-37.8388,144.8567,5132.0,"(10, 20]",2016-03-01,113.76470588235294
187,187,Altona North,3,h,781000.0,11.1,3025.0,1.0,2.0,533.0,117.0,1970.0,Hobsons Bay,-37.8291,144.835,5132.0,"(10, 20]",2016-03-01,113.76470588235294
188,188,Altona North,3,h,750000.0,11.1,3025.0,1.0,3.0,554.0,,,Hobsons Bay,-37.8449,144.85,5132.0,"(10, 20]",2017-04-01,113.76470588235294
189,189,Altona North,2,t,421000.0,11.1,3025.0,1.0,1.0,77.0,77.0,2009.0,Hobsons Bay,-37.8351,144.8529,5132.0,"(10, 20]",2017-04-01,113.76470588235294
190,190,Altona North,3,h,1405000.0,11.1,3025.0,1.0,3.0,655.0,,,Hobsons Bay,-37.8338,144.8562,5132.0,"(10, 20]",2017-04-01,113.76470588235294
191,191,Altona North,3,h,683000.0,11.1,3025.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay,-37.8284,144.8355,5132.0,"(10, 20]",2016-04-01,113.76470588235294
192,192,Altona North,3,h,623000.0,11.1,3025.0,1.0,3.0,540.0,,,Hobsons Bay,-37.8267,144.8368,5132.0,"(10, 20]",2016-04-01,113.76470588235294
193,193,Altona North,3,h,720000.0,11.1,3025.0,2.0,1.0,0.0,130.0,2012.0,Hobsons Bay,-37.8379,144.8583,5132.0,"(10, 20]",2016-06-01,113.76470588235294
194,194,Altona North,3,h,588000.0,11.1,3025.0,1.0,1.0,328.0,118.0,1970.0,Hobsons Bay,-37.838,144.8555,5132.0,"(10, 20]",2016-07-01,113.76470588235294
195,195,Altona North,3,h,710000.0,11.1,3025.0,1.0,3.0,540.0,116.0,1960.0,Hobsons Bay,-37.8294,144.8378,5132.0,"(10, 20]",2016-07-01,113.76470588235294
196,196,Altona North,4,h,875000.0,11.1,3025.0,1.0,4.0,559.0,169.0,1965.0,Hobsons Bay,-37.8448,144.8529,5132.0,"(10, 20]",2016-08-01,113.76470588235294
197,197,Altona North,3,h,700000.0,11.1,3025.0,1.0,3.0,554.0,,,Hobsons Bay,-37.8449,144.85,5132.0,"(10, 20]",2016-10-01,113.76470588235294
198,198,Altona North,2,t,640000.0,11.1,3025.0,1.0,1.0,252.0,,1965.0,Hobsons Bay,-37.8397,144.8602,5132.0,"(10, 20]",2017-11-01,113.76470588235294
199,199,Altona North,4,h,650000.0,11.1,3025.0,1.0,4.0,558.0,,,Hobsons Bay,-37.8451,144.8529,5132.0,"(10, 20]",2016-12-01,113.76470588235294
200,200,Altona North,3,h,675000.0,11.1,3025.0,2.0,2.0,171.0,109.0,2012.0,Hobsons Bay,-37.8337,144.8554,5132.0,"(10, 20]",2016-05-01,113.76470588235294
201,201,Altona North,3,h,708000.0,11.1,3025.0,1.0,2.0,585.0,97.0,1960.0,Hobsons Bay,-37.8258,144.8523,5132.0,"(10, 20]",2016-10-01,113.76470588235294
202,202,Altona North,4,h,965000.0,11.1,3025.0,1.0,4.0,851.0,,,Hobsons Bay,-37.8345,144.8444,5132.0,"(10, 20]",2016-10-01,113.76470588235294
203,203,Altona North,3,h,680000.0,11.1,3025.0,1.0,3.0,551.0,,,Hobsons Bay,-37.8254,144.8514,5132.0,"(10, 20]",2016-11-01,113.76470588235294
204,204,Altona North,3,h,770000.0,11.1,3025.0,1.0,3.0,602.0,603.0,,Hobsons Bay,-37.8327,144.8451,5132.0,"(10, 20]",2016-11-01,113.76470588235294
205,205,Altona North,3,h,923000.0,11.1,3025.0,1.0,2.0,740.0,,,Hobsons Bay,-37.8269,144.8455,5132.0,"(10, 20]",2016-05-01,113.76470588235294
206,206,Altona North,4,h,693000.0,11.1,3025.0,2.0,4.0,315.0,170.0,2008.0,Hobsons Bay,-37.8391,144.8467,5132.0,"(10, 20]",2016-05-01,113.76470588235294
207,207,Altona North,3,h,620000.0,11.1,3025.0,2.0,2.0,276.0,100.0,2010.0,Hobsons Bay,-37.8262,144.8443,5132.0,"(10, 20]",2016-08-01,113.76470588235294
208,208,Altona North,3,h,728500.0,11.1,3025.0,1.0,1.0,531.0,157.0,1960.0,Hobsons Bay,-37.8277,144.8385,5132.0,"(10, 20]",2016-08-01,113.76470588235294
209,209,Altona North,3,h,931000.0,11.1,3025.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,5132.0,"(10, 20]",2016-08-01,113.76470588235294
210,210,Altona North,3,h,988000.0,11.1,3025.0,1.0,4.0,715.0,,2008.0,Hobsons Bay,-37.8423,144.8632,5132.0,"(10, 20]",2016-08-01,113.76470588235294
211,211,Altona North,3,h,590000.0,11.1,3025.0,1.0,2.0,561.0,,,Hobsons Bay,-37.8444,144.8491,5132.0,"(10, 20]",2016-04-01,113.76470588235294
212,212,Altona North,2,h,610000.0,11.1,3025.0,1.0,2.0,691.0,,,Hobsons Bay,-37.834,144.8553,5132.0,"(10, 20]",2016-09-01,113.76470588235294
213,213,Altona North,3,h,815000.0,11.1,3025.0,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay,-37.8318,144.8388,5132.0,"(10, 20]",2017-02-01,113.76470588235294
214,214,Altona North,4,h,970000.0,11.1,3025.0,1.0,2.0,708.0,,,Hobsons Bay,-37.833,144.8494,5132.0,"(10, 20]",2017-02-01,113.76470588235294
215,215,Altona North,4,h,760000.0,11.1,3025.0,1.0,3.0,668.0,,,Hobsons Bay,-37.8262,144.8439,5132.0,"(10, 20]",2016-06-01,113.76470588235294
216,216,Altona North,4,t,847500.0,11.1,3025.0,3.0,1.0,252.0,,,Hobsons Bay,-37.8393,144.8568,5132.0,"(10, 20]",2016-06-01,113.76470588235294
217,217,Altona North,4,h,1200000.0,11.1,3025.0,1.0,4.0,633.0,158.0,1960.0,Hobsons Bay,-37.8375,144.8541,5132.0,"(10, 20]",2016-11-01,113.76470588235294
218,218,Altona North,3,h,700000.0,11.1,3025.0,1.0,1.0,557.0,,,Hobsons Bay,-37.8441,144.8505,5132.0,"(10, 20]",2016-11-01,113.76470588235294
219,219,Altona North,3,h,625000.0,11.1,3025.0,1.0,1.0,536.0,,,Hobsons Bay,-37.8285,144.8351,5132.0,"(10, 20]",2016-05-01,113.76470588235294
220,220,Altona North,2,u,292000.0,11.1,3025.0,1.0,1.0,153.0,70.0,1970.0,Hobsons Bay,-37.8332,144.8649,5132.0,"(10, 20]",2016-08-01,113.76470588235294
221,221,Armadale,2,u,599000.0,6.3,3143.0,1.0,1.0,0.0,76.0,1964.0,Stonnington,-37.8543,145.0262,4836.0,"(0, 10]",2016-03-01,192.46376811594203
222,222,Armadale,2,u,550000.0,6.3,3143.0,1.0,0.0,861.0,,,Stonnington,-37.8539,145.0284,4836.0,"(0, 10]",2016-03-01,192.46376811594203
223,223,Armadale,3,u,995000.0,6.3,3143.0,2.0,2.0,0.0,100.0,1998.0,Stonnington,-37.8552,145.016,4836.0,"(0, 10]",2016-03-01,192.46376811594203
224,224,Armadale,3,t,1205000.0,6.3,3143.0,2.0,2.0,101.0,105.0,2000.0,Stonnington,-37.854,145.0135,4836.0,"(0, 10]",2016-03-01,192.46376811594203
225,225,Armadale,3,h,1939000.0,6.3,3143.0,2.0,2.0,296.0,150.0,1889.0,Stonnington,-37.8614,145.0274,4836.0,"(0, 10]",2016-03-01,192.46376811594203
226,226,Armadale,1,u,421500.0,6.3,3143.0,1.0,0.0,0.0,,,Stonnington,-37.853,145.0167,4836.0,"(0, 10]",2016-03-01,192.46376811594203
227,227,Armadale,3,h,1870000.0,6.3,3143.0,1.0,1.0,217.0,116.0,1888.0,Stonnington,-37.8592,145.0182,4836.0,"(0, 10]",2017-04-01,192.46376811594203
228,228,Armadale,2,u,678000.0,6.3,3143.0,1.0,2.0,0.0,,,Stonnington,-37.8538,145.0127,4836.0,"(0, 10]",2017-04-01,192.46376811594203
229,229,Armadale,3,t,1918000.0,6.3,3143.0,2.0,2.0,0.0,165.0,1995.0,Stonnington,-37.8537,145.0267,4836.0,"(0, 10]",2017-04-01,192.46376811594203
230,230,Armadale,2,u,660000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8619,145.0257,4836.0,"(0, 10]",2017-04-01,192.46376811594203
231,231,Armadale,3,h,2050000.0,6.3,3143.0,2.0,1.0,205.0,116.0,1910.0,Stonnington,-37.8574,145.0281,4836.0,"(0, 10]",2017-04-01,192.46376811594203
232,232,Armadale,2,u,700000.0,6.3,3143.0,1.0,2.0,0.0,,,Stonnington,-37.8552,145.016,4836.0,"(0, 10]",2016-04-01,192.46376811594203
233,233,Armadale,2,u,3625000.0,6.3,3143.0,2.0,2.0,0.0,,2006.0,Stonnington,-37.8555,145.0291,4836.0,"(0, 10]",2016-04-01,192.46376811594203
234,234,Armadale,4,h,3000000.0,6.3,3143.0,2.0,2.0,1581.0,,1934.0,Stonnington,-37.858000000000004,145.0111,4836.0,"(0, 10]",2016-04-01,192.46376811594203
235,235,Armadale,5,h,1525000.0,6.3,3143.0,2.0,2.0,693.0,,,Stonnington,-37.8638,145.0229,4836.0,"(0, 10]",2016-07-01,192.46376811594203
236,236,Armadale,3,u,735000.0,6.3,3143.0,2.0,1.0,2113.0,14.0,1970.0,Stonnington,-37.8543,145.0262,4836.0,"(0, 10]",2016-07-01,192.46376811594203
237,237,Armadale,2,u,825000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8528,145.0268,4836.0,"(0, 10]",2016-07-01,192.46376811594203
238,238,Armadale,3,t,1586000.0,6.3,3143.0,2.0,2.0,246.0,,,Stonnington,-37.8566,145.0116,4836.0,"(0, 10]",2016-07-01,192.46376811594203
239,239,Armadale,2,u,645000.0,6.3,3143.0,1.0,1.0,0.0,,1960.0,Stonnington,-37.8596,145.0198,4836.0,"(0, 10]",2016-08-01,192.46376811594203
240,240,Armadale,1,h,1435000.0,6.3,3143.0,2.0,1.0,144.0,107.0,1900.0,Stonnington,-37.8564,145.0228,4836.0,"(0, 10]",2016-08-01,192.46376811594203
241,241,Armadale,1,u,280000.0,6.3,3143.0,1.0,1.0,0.0,38.0,1975.0,Stonnington,-37.8619,145.0185,4836.0,"(0, 10]",2016-10-01,192.46376811594203
242,242,Armadale,1,u,400000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8605,145.0185,4836.0,"(0, 10]",2016-10-01,192.46376811594203
243,243,Armadale,2,h,1780000.0,6.3,3143.0,2.0,2.0,0.0,,,Stonnington,-37.8537,145.0267,4836.0,"(0, 10]",2016-10-01,192.46376811594203
244,244,Armadale,2,u,592500.0,6.3,3143.0,1.0,1.0,0.0,73.0,1970.0,Stonnington,-37.8574,145.0174,4836.0,"(0, 10]",2016-10-01,192.46376811594203
245,245,Armadale,2,h,1210000.0,6.3,3143.0,1.0,0.0,249.0,96.0,1910.0,Stonnington,-37.8543,145.016,4836.0,"(0, 10]",2016-12-01,192.46376811594203
246,246,Armadale,4,h,2801000.0,6.3,3143.0,2.0,2.0,624.0,222.0,1900.0,Stonnington,-37.8536,145.0173,4836.0,"(0, 10]",2016-12-01,192.46376811594203
247,247,Armadale,1,u,390000.0,6.3,3143.0,1.0,0.0,881.0,,,Stonnington,-37.8614,145.0222,4836.0,"(0, 10]",2016-05-01,192.46376811594203
248,248,Armadale,3,h,1800000.0,6.3,3143.0,2.0,2.0,405.0,121.0,1910.0,Stonnington,-37.8545,145.0145,4836.0,"(0, 10]",2016-10-01,192.46376811594203
249,249,Armadale,4,h,2200000.0,6.3,3143.0,1.0,2.0,495.0,163.0,1900.0,Stonnington,-37.8613,145.0264,4836.0,"(0, 10]",2016-10-01,192.46376811594203
250,250,Armadale,1,u,324000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8537,145.0114,4836.0,"(0, 10]",2016-04-01,192.46376811594203
251,251,Armadale,6,h,5525000.0,6.3,3143.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington,-37.8602,145.013,4836.0,"(0, 10]",2016-09-01,192.46376811594203
252,252,Armadale,2,h,1125000.0,6.3,3143.0,1.0,2.0,169.0,,,Stonnington,-37.851,145.0161,4836.0,"(0, 10]",2016-09-01,192.46376811594203
253,253,Armadale,3,h,2250000.0,6.3,3143.0,3.0,1.0,301.0,,,Stonnington,-37.8511,145.0167,4836.0,"(0, 10]",2016-09-01,192.46376811594203
254,254,Armadale,3,h,2360000.0,6.3,3143.0,2.0,0.0,336.0,,,Stonnington,-37.8558,145.015,4836.0,"(0, 10]",2017-03-01,192.46376811594203
255,255,Armadale,2,h,1900000.0,6.3,3143.0,2.0,0.0,207.0,,,Stonnington,-37.8571,145.0224,4836.0,"(0, 10]",2017-03-01,192.46376811594203
256,256,Armadale,1,u,440000.0,6.3,3143.0,1.0,1.0,0.0,53.0,1970.0,Stonnington,-37.8531,145.0115,4836.0,"(0, 10]",2017-03-01,192.46376811594203
257,257,Armadale,2,u,490000.0,6.3,3143.0,1.0,1.0,0.0,,1966.0,Stonnington,-37.8646,145.0247,4836.0,"(0, 10]",2016-06-01,192.46376811594203
258,258,Armadale,3,h,2365000.0,6.3,3143.0,2.0,1.0,316.0,,,Stonnington,-37.8521,145.019,4836.0,"(0, 10]",2016-06-01,192.46376811594203
259,259,Armadale,3,h,1300000.0,6.3,3143.0,1.0,2.0,212.0,106.0,1900.0,Stonnington,-37.8542,145.0149,4836.0,"(0, 10]",2016-06-01,192.46376811594203
260,260,Armadale,3,u,732000.0,6.3,3143.0,2.0,2.0,0.0,,,Stonnington,-37.8597,145.0104,4836.0,"(0, 10]",2016-06-01,192.46376811594203
261,261,Armadale,2,u,704000.0,6.3,3143.0,1.0,1.0,0.0,74.0,1969.0,Stonnington,-37.8573,145.0186,4836.0,"(0, 10]",2016-11-01,192.46376811594203
262,262,Armadale,2,u,620000.0,6.3,3143.0,1.0,1.0,0.0,98.0,1970.0,Stonnington,-37.8596,145.0198,4836.0,"(0, 10]",2016-11-01,192.46376811594203
263,263,Armadale,3,h,1900000.0,6.3,3143.0,1.0,2.0,328.0,108.0,1900.0,Stonnington,-37.8559,145.0158,4836.0,"(0, 10]",2016-05-01,192.46376811594203
264,264,Armadale,1,u,315000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8575,145.0174,4836.0,"(0, 10]",2016-08-01,192.46376811594203
265,265,Armadale,1,u,450000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8509,145.0203,4836.0,"(0, 10]",2016-09-01,192.46376811594203
266,266,Armadale,2,u,710000.0,6.3,3143.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington,-37.8573,145.0186,4836.0,"(0, 10]",2017-02-01,192.46376811594203
267,267,Armadale,2,u,872000.0,6.3,3143.0,1.0,1.0,1194.0,,1953.0,Stonnington,-37.8604,145.0147,4836.0,"(0, 10]",2017-02-01,192.46376811594203
268,268,Armadale,2,u,598000.0,6.3,3143.0,1.0,1.0,0.0,88.0,1970.0,Stonnington,-37.8593,145.0156,4836.0,"(0, 10]",2017-02-01,192.46376811594203
269,269,Armadale,3,h,1285000.0,6.3,3143.0,1.0,2.0,186.0,80.0,1920.0,Stonnington,-37.8554,145.0173,4836.0,"(0, 10]",2017-02-01,192.46376811594203
270,270,Armadale,4,h,3660000.0,6.3,3143.0,3.0,2.0,421.0,,,Stonnington,-37.8593,145.0275,4836.0,"(0, 10]",2017-02-01,192.46376811594203
271,271,Armadale,2,u,520000.0,6.3,3143.0,1.0,1.0,0.0,76.0,1970.0,Stonnington,-37.8618,145.0183,4836.0,"(0, 10]",2016-06-01,192.46376811594203
272,272,Armadale,4,h,3625000.0,6.3,3143.0,1.0,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,4836.0,"(0, 10]",2016-11-01,192.46376811594203
273,273,Armadale,4,h,4200000.0,6.3,3143.0,3.0,3.0,563.0,333.0,2000.0,Stonnington,-37.8582,145.0138,4836.0,"(0, 10]",2016-11-01,192.46376811594203
274,274,Armadale,3,t,1101000.0,6.3,3143.0,1.0,2.0,103.0,3.0,2000.0,Stonnington,-37.8542,145.0135,4836.0,"(0, 10]",2016-11-01,192.46376811594203
275,275,Armadale,3,h,3512500.0,6.3,3143.0,2.0,2.0,617.0,285.0,1998.0,Stonnington,-37.8557,145.0264,4836.0,"(0, 10]",2016-11-01,192.46376811594203
276,276,Armadale,4,h,2000000.0,6.3,3143.0,3.0,4.0,544.0,,,Stonnington,-37.8611,145.0195,4836.0,"(0, 10]",2016-05-01,192.46376811594203
277,277,Armadale,3,u,869000.0,6.3,3143.0,1.0,1.0,0.0,91.0,1940.0,Stonnington,-37.853,145.0264,4836.0,"(0, 10]",2016-05-01,192.46376811594203
278,278,Armadale,5,h,2810000.0,6.3,3143.0,2.0,2.0,617.0,,,Stonnington,-37.8611,145.0271,4836.0,"(0, 10]",2016-08-01,192.46376811594203
279,279,Armadale,2,u,565000.0,6.3,3143.0,1.0,1.0,0.0,,,Stonnington,-37.8573,145.0112,4836.0,"(0, 10]",2016-08-01,192.46376811594203
280,280,Armadale,1,u,567000.0,6.3,3143.0,1.0,1.0,0.0,53.0,2013.0,Stonnington,-37.8549,145.0113,4836.0,"(0, 10]",2016-08-01,192.46376811594203
281,281,Armadale,2,u,546000.0,6.3,3143.0,1.0,0.0,0.0,,,Stonnington,-37.8568,145.0161,4836.0,"(0, 10]",2016-07-01,192.46376811594203
282,282,Armadale,2,u,471500.0,6.3,3143.0,1.0,1.0,0.0,,1980.0,Stonnington,-37.8503,145.0185,4836.0,"(0, 10]",2016-07-01,192.46376811594203
283,283,Ascot Vale,2,u,455000.0,5.9,3032.0,1.0,2.0,0.0,,,Moonee Valley,-37.7756,144.9165,6567.0,"(0, 10]",2016-03-01,111.61363636363636
284,284,Ascot Vale,3,h,940000.0,5.9,3032.0,1.0,2.0,298.0,108.0,1920.0,Moonee Valley,-37.7777,144.9195,6567.0,"(0, 10]",2016-03-01,111.61363636363636
285,285,Ascot Vale,2,u,467000.0,5.9,3032.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley,-37.7761,144.9201,6567.0,"(0, 10]",2016-03-01,111.61363636363636
286,286,Ascot Vale,3,h,1380000.0,5.9,3032.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley,-37.7777,144.9221,6567.0,"(0, 10]",2017-04-01,111.61363636363636
287,287,Ascot Vale,2,u,490000.0,5.9,3032.0,1.0,1.0,423.0,62.0,1970.0,Moonee Valley,-37.7736,144.9015,6567.0,"(0, 10]",2017-04-01,111.61363636363636
288,288,Ascot Vale,4,h,1850000.0,5.9,3032.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley,-37.7729,144.9179,6567.0,"(0, 10]",2017-04-01,111.61363636363636
289,289,Ascot Vale,3,h,1284000.0,5.9,3032.0,1.0,2.0,623.0,,1938.0,Moonee Valley,-37.7758,144.9089,6567.0,"(0, 10]",2017-04-01,111.61363636363636
290,290,Ascot Vale,3,h,971000.0,5.9,3032.0,2.0,2.0,285.0,128.0,1900.0,Moonee Valley,-37.775,144.9091,6567.0,"(0, 10]",2016-04-01,111.61363636363636
291,291,Ascot Vale,2,h,710000.0,5.9,3032.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley,-37.7776,144.9142,6567.0,"(0, 10]",2016-04-01,111.61363636363636
292,292,Ascot Vale,6,h,2425000.0,5.9,3032.0,3.0,2.0,1014.0,435.0,1887.0,Moonee Valley,-37.7721,144.9184,6567.0,"(0, 10]",2016-04-01,111.61363636363636
293,293,Ascot Vale,2,h,750000.0,5.9,3032.0,1.0,1.0,226.0,92.0,1920.0,Moonee Valley,-37.7745,144.9093,6567.0,"(0, 10]",2016-04-01,111.61363636363636
294,294,Ascot Vale,2,h,1053000.0,5.9,3032.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley,-37.7748,144.929,6567.0,"(0, 10]",2016-06-01,111.61363636363636
295,295,Ascot Vale,3,h,1377000.0,5.9,3032.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley,-37.7756,144.9208,6567.0,"(0, 10]",2016-06-01,111.61363636363636
296,296,Ascot Vale,3,h,970000.0,5.9,3032.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley,-37.7759,144.91,6567.0,"(0, 10]",2016-07-01,111.61363636363636
297,297,Ascot Vale,2,h,940000.0,5.9,3032.0,1.0,1.0,330.0,,,Moonee Valley,-37.773,144.9049,6567.0,"(0, 10]",2016-07-01,111.61363636363636
298,298,Ascot Vale,2,h,751000.0,5.9,3032.0,1.0,1.0,118.0,79.0,1890.0,Moonee Valley,-37.7807,144.9288,6567.0,"(0, 10]",2016-07-01,111.61363636363636
299,299,Ascot Vale,2,h,950000.0,5.9,3032.0,1.0,1.0,173.0,102.0,1900.0,Moonee Valley,-37.7731,144.9206,6567.0,"(0, 10]",2016-07-01,111.61363636363636
